file_name,relative_path,suffix,size_bytes,top_level_group,subgroup,role_guess
8733d6d19519598608c6dc2f9ee525d7.csv,Raw Sensing\unlock\8733d6d19519598608c6dc2f9ee525d7.csv,.csv,906195,Raw Sensing,unlock,sensor
87d88cba80cd67d705f61405fbe40da9.csv,Raw Sensing\unlock\87d88cba80cd67d705f61405fbe40da9.csv,.csv,5610678,Raw Sensing,unlock,sensor
8c0c301d93ca93cae5c090caf21816ec.csv,Raw Sensing\unlock\8c0c301d93ca93cae5c090caf21816ec.csv,.csv,6147873,Raw Sensing,unlock,sensor
8c644d8cbd193c5575bb826a8abaa245.csv,Raw Sensing\unlock\8c644d8cbd193c5575bb826a8abaa245.csv,.csv,9898444,Raw Sensing,unlock,sensor
8c8ee0b0491acee56e6346c2af5c6cf4.csv,Raw Sensing\unlock\8c8ee0b0491acee56e6346c2af5c6cf4.csv,.csv,9079642,Raw Sensing,unlock,sensor
8ccf6026d9114437e881d73faa34ea51.csv,Raw Sensing\unlock\8ccf6026d9114437e881d73faa34ea51.csv,.csv,16410451,Raw Sensing,unlock,sensor
8e12cde03a0eaf1a9c41596a81a1cf59.csv,Raw Sensing\unlock\8e12cde03a0eaf1a9c41596a81a1cf59.csv,.csv,11478759,Raw Sensing,unlock,sensor
8ee53a46a77476104276e6a1af54472c.csv,Raw Sensing\unlock\8ee53a46a77476104276e6a1af54472c.csv,.csv,5726200,Raw Sensing,unlock,sensor
8ee7d10d8b836222ee69ff04247971a4.csv,Raw Sensing\unlock\8ee7d10d8b836222ee69ff04247971a4.csv,.csv,7464694,Raw Sensing,unlock,sensor
8feafc5db9bf59d00a21335e69b57804.csv,Raw Sensing\unlock\8feafc5db9bf59d00a21335e69b57804.csv,.csv,2077286,Raw Sensing,unlock,sensor
91d30de367a6a0772fdca55ec5b129a2.csv,Raw Sensing\unlock\91d30de367a6a0772fdca55ec5b129a2.csv,.csv,1023546,Raw Sensing,unlock,sensor
920e275acd8721dad396513f4d7c99ea.csv,Raw Sensing\unlock\920e275acd8721dad396513f4d7c99ea.csv,.csv,16288085,Raw Sensing,unlock,sensor
964412e1937376da4b5a70412a600bc9.csv,Raw Sensing\unlock\964412e1937376da4b5a70412a600bc9.csv,.csv,10355281,Raw Sensing,unlock,sensor
